"respondent","hh_size","adults_hh","country_direction","country_change","economic_situation","political_situation","economy_change","attitude_Kopacz","hh_finances","future_finances","politics_interest","religious_participation","DATE","weight","married","ed_level","urban_rural","policies_improve_economic","know_FXborrower","province","past.turnout","employed","treat","income.quint","age","currentFXloan","pastFXloan","LeftRight","female","retired","in.labor.force","PiS2011","POPSL2011","vote.intent.rev","gi","ps","turnout.intent.ord","immigration.summary","antimigrant.summary"
"6414",1302,3,3,2,3,3,3,4,3,4,3,4,2,2015-10-12,0.86805456573836,1,4,3,3,1,"Malopolskie",0,2,"info",5,49,0,0,0,1,0,1,0,0,"DK","some","some",2,NA,NA
"6415",1303,5,4,2,4,3,5,3,NA,2,3,4,2,2015-10-12,1.0671225164623,0,2,3,NA,0,"Malopolskie",1,1,"history",NA,23,0,0,0,0,0,0,NA,NA,"DK","none","some",1,NA,NA
"6416",1304,7,6,1,3,3,3,3,2.5,3,3,4,2,2015-10-12,0.779069273874504,0,4,1,NA,0,"Mazowieckie",0,2,"info",1,23,0,0,0,1,0,1,0,0,"other","some","some",2,NA,NA
"6417",1306,4,4,1,2,3,4,2,2,3,3,3,5,2015-10-12,0.688126614873472,1,4,3,2,0,"Kujawsko-pomorskie",1,1,"Hungary",3,71,0,0,-2,0,1,0,0,1,"other","none","50/50",2,NA,NA
"6418",1309,3,3,1,2,3,3,2,NA,4,3,5,2,2015-10-12,1.30018199608556,0,4,3,3,0,"Slaskie",1,2,"cntrl",NA,25,0,0,NA,0,0,1,0,1,"DK","none","some",1,NA,NA
"6419",1310,4,1,1,3,3,4,3,2,3,3,3,4,2015-10-12,0.749186562098256,0,2,3,2,1,"Slaskie",1,1,"cntrl",NA,40,0,0,2,1,0,1,0,1,"PO/PSL","some","50/50",2,NA,NA
"6420",1312,5,4,2,3,3,3,3,4,4,3,4,2,2015-10-12,2.01026366877322,0,1,2,3,1,"Lubelskie",0,1,"info",NA,19,0,0,3,0,0,1,0,0,"other","some","50/50",2,NA,NA
"6421",1313,5,2,1,4,2,4,2,3,4,4,1,2,2015-10-12,1.37570986741051,1,4,2,2,1,"Lubelskie",1,2,"cntrl",NA,34,0,0,0,1,0,1,NA,NA,"other","some","some",2,NA,NA
"6422",1314,2,2,1,3,3,3,2,2,3,3,3,3,2015-10-12,0.730771563579266,1,4,3,2,0,"Malopolskie",1,1,"Hungary",4,68,0,0,0,0,1,0,0,1,"other","some","50/50",2,NA,NA
"6423",1316,6,2,1,3,3,4,3,2,3,3,4,2,2015-10-12,0.904152293340081,1,4,3,3,0,"Malopolskie",1,2,"cntrl",2,43,0,0,0,1,0,1,0,1,"DK","none","none",1,NA,NA
"6424",1317,4,2,2,4,4,4,3,2,4,4,3,4,2015-10-12,0.904152293340081,0,4,3,2,0,"Malopolskie",1,2,"info",3,41,0,0,0,1,0,1,0,1,"PO/PSL","some","50/50",2,NA,NA
"6425",1321,1,1,1,3,3,3,4,2,4,3,3,1,2015-10-12,0.504673223875481,0,2,1,2,0,"Podkarpackie",NA,1,"history",3,68,0,0,NA,1,1,0,NA,NA,"DK","some","50/50",2,NA,NA
"6426",1322,3,3,NA,2,2,2,2,2,1,3,3,2,2015-10-12,0.550486554641191,1,2,1,2,0,"Podkarpackie",1,2,"info",3,58,0,0,-1,0,0,1,1,0,"DK","big","90/10",1,NA,NA
"6427",1325,3,3,2,3,4,NA,NA,3,4,3,3,2,2015-10-12,0.994436677358452,1,2,1,3,1,"Podkarpackie",1,2,"Hungary",1,49,0,0,NA,1,0,1,1,0,"PiS","none","some",2,NA,NA
"6428",1326,4,4,2,NA,3,NA,NA,4,4,4,5,1,2015-10-12,0.544056037202254,1,3,1,2,0,"Podkarpackie",0,1,"info",NA,70,0,0,NA,0,1,0,0,0,"DK","big","50/50",1,NA,NA
"6429",1333,4,3,1,2,2,2,3,2,5,4,3,2,2015-10-12,0.798085122474173,1,2,1,1,1,"Pomorskie",NA,2,"info",2,53,0,0,NA,1,0,1,NA,NA,"DK","big","50/50",2,NA,NA
"6430",1335,4,4,2,5,4,5,3,4,3,2,2,4,2015-10-12,0.772066881422968,0,2,1,4,1,"Pomorskie",0,2,"info",NA,21,0,0,-2,0,0,1,0,0,"other","none","none",2,NA,NA
"6431",1336,3,3,1,3,3,3,3,3,4,4,5,4,2015-10-12,0.740783589509866,0,4,1,4,1,"Pomorskie",0,1,"Hungary",NA,24,0,0,NA,1,0,1,0,0,"NoVote","some","50/50",0,NA,NA
"6432",1338,4,4,1,NA,3,4,NA,3,4,3,3,5,2015-10-12,1.14331202181846,0,3,3,2,NA,"Lódzkie",NA,1,"history",3,21,0,0,0,0,0,1,NA,NA,"PO/PSL","some","none",2,NA,NA
"6433",1344,3,3,1,3,2,3,3,2,4,4,2,3,2015-10-12,1.39987370635323,1,4,3,NA,1,"Malopolskie",1,2,"info",NA,30,0,0,0,0,0,1,0,1,"other","some","50/50",2,NA,NA
"6434",1345,4,2,1,3,2,2,2,2,4,4,2,3,2015-10-12,1.77889537471726,1,4,3,2,0,"Malopolskie",1,1,"cntrl",5,34,0,1,-1,0,0,0,0,1,"PO/PSL","some","50/50",2,NA,NA
"6435",1346,1,1,NA,3,3,3,3,2,4,3,3,2,2015-10-12,0.904152293340081,0,4,3,2,1,"Malopolskie",NA,2,"info",5,43,0,0,0,1,0,1,NA,NA,"other","none","none",2,NA,NA
"6436",1350,3,3,2,3,4,3,4,2.5,1,2,5,5,2015-10-12,1.80872322180853,0,1,3,4,0,"Slaskie",0,1,"cntrl",3,25,0,0,NA,0,0,1,0,0,"NoVote","none","none",0,NA,NA
"6437",1354,3,2,1,NA,2,NA,NA,2,4,3,3,3,2015-10-12,1.36684905835705,1,4,3,2,0,"Pomorskie",1,2,"info",5,30,0,1,0,0,0,1,0,1,"PO/PSL","none","none",2,NA,NA
"6438",1355,3,3,1,2,4,3,2,2,3,3,2,5,2015-10-12,0.862288266028344,0,2,1,3,0,"Lubuskie",1,1,"cntrl",2,56,0,0,0,0,0,0,1,0,"other","none","none",2,NA,NA
"6439",1357,2,2,NA,1,4,1,2,4,2,1,1,2,2015-10-12,0.756934932934062,1,4,3,4,1,"Lubuskie",1,1,"info",4,77,0,0,3,0,1,0,1,0,"PiS","big","90/10",2,NA,NA
"6440",1360,2,2,2,4,4,4,4,4,1,3,4,2,2015-10-12,0.641533510309663,0,3,1,NA,1,"Wielkopolskie",NA,1,"info",NA,64,0,0,3,1,1,0,NA,NA,"DK","DK","50/50",1,NA,NA
"6441",1361,4,2,2,2,2,2,2,3,4,4,3,2,2015-10-12,0.940550838504675,1,2,1,3,0,"Wielkopolskie",1,2,"info",3,44,0,0,3,0,0,1,0,1,"PiS","some","none",2,NA,NA
"6442",1362,4,4,2,3,NA,3,NA,3,3,3,5,5,2015-10-12,2.02655579969903,0,1,1,3,0,"Wielkopolskie",0,1,"cntrl",1,32,0,0,NA,1,0,0,0,0,"DK","big","DK",1,NA,NA
"6443",1363,1,1,1,3,3,NA,3,3,5,3,3,2,2015-10-12,0.832510653226062,0,1,1,2,1,"Wielkopolskie",NA,1,"info",4,70,0,0,NA,1,1,0,NA,NA,"DK","big","90/10",1,NA,NA
"6444",1364,4,2,1,2,2,2,3,2,4,3,3,2,2015-10-12,1.31225956133613,1,4,3,NA,0,"Mazowieckie",1,2,"Hungary",5,41,1,0,2,0,0,1,1,0,"PiS","none","some",2,NA,NA
"6445",1365,3,3,NA,3,2,NA,3,2.5,3,3,3,2,2015-10-12,1.03778394998732,0,1,2,2,0,"Wielkopolskie",1,1,"Hungary",NA,78,0,0,0,1,1,0,0,1,"PO/PSL","DK","DK",2,NA,NA
"6446",1366,4,3,2,2,4,2,3,2.5,3,3,3,2,2015-10-12,0.665536812552906,0,3,2,3,0,"Wielkopolskie",1,1,"history",NA,68,0,0,0,1,1,0,0,1,"PiS","big","90/10",2,NA,NA
"6447",1367,6,4,2,3,4,3,3,2.5,3,3,4,2,2015-10-12,1.23161167809633,1,2,2,3,0,"Wielkopolskie",1,1,"Hungary",NA,49,0,0,1,1,0,0,NA,NA,"DK","some","50/50",1,NA,NA
"6448",1368,3,3,1,3,2,4,3,2,3,3,3,5,2015-10-12,0.676576985586293,1,4,2,2,0,"Wielkopolskie",1,2,"info",NA,58,1,0,-2,0,0,1,0,0,"other","DK","none",2,NA,NA
"6449",1369,3,3,2,2,3,2,3,4,3,3,2,2,2015-10-12,0.799717310281202,1,3,2,3,0,"Wielkopolskie",1,1,"history",NA,60,0,0,3,1,1,0,1,0,"PiS","none","90/10",2,NA,NA
"6450",1371,4,4,1,4,3,3,3,2,4,3,2,3,2015-10-12,0.945320680334896,0,4,1,2,0,"Lódzkie",1,2,"info",5,27,0,1,-2,1,0,1,0,1,"DK","none","none",1,NA,NA
"6451",1375,5,5,NA,3,3,4,3,2.5,4,4,2,2,2015-10-12,0.75571282623033,1,2,1,2,0,"Lódzkie",1,2,"Hungary",5,43,0,0,-3,1,0,1,NA,NA,"other","some","50/50",2,NA,NA
"6452",1377,4,1,2,4,4,3,3,1,1,2,4,1,2015-10-12,1.2786658795916,0,1,2,4,0,"Slaskie",0,2,"history",1,43,0,0,2,1,0,1,0,0,"NoVote","some","90/10",0,NA,NA
"6453",1379,2,2,2,3,3,4,4,2.5,4,3,4,2,2015-10-12,0.61115226644547,0,4,2,4,0,"Slaskie",0,2,"info",5,23,0,0,0,1,0,1,0,0,"PiS","some","50/50",2,NA,NA
"6454",1382,3,2,NA,3,3,NA,3,2,4,3,4,2,2015-10-12,1.22520838793583,1,2,3,NA,0,"Slaskie",NA,1,"history",2,42,0,0,NA,1,0,0,NA,NA,"DK","DK","DK",1,NA,NA
"6455",1384,5,2,1,2,3,3,3,2.5,5,3,4,3,2015-10-12,1.0585276826666,1,4,2,3,1,"Mazowieckie",1,2,"info",5,37,0,0,NA,1,0,1,0,1,"other","none","none",2,NA,NA
"6456",1388,4,2,NA,NA,3,NA,NA,4,4,3,3,2,2015-10-12,1.0585276826666,1,4,2,3,0,"Mazowieckie",1,2,"Hungary",NA,38,1,0,2,1,0,1,1,0,"PiS","none","none",2,NA,NA
"6457",1389,2,2,2,4,4,4,3,4,1,3,3,4,2015-10-12,0.969964342817653,0,3,2,3,1,"Mazowieckie",1,1,"Hungary",1,55,0,0,-2,1,0,0,0,1,"NoVote","none","none",0,NA,NA
"6458",1390,3,2,1,3,3,3,3,2,3,3,3,4,2015-10-12,0.870144117254379,1,3,1,3,1,"Kujawsko-pomorskie",NA,2,"Hungary",2,40,0,0,0,0,0,1,NA,NA,"PO/PSL","none","some",2,NA,NA
"6459",1393,3,3,2,3,4,3,NA,4,4,3,2,4,2015-10-12,1.44893625867471,0,2,3,4,0,"Dolnoslaskie",1,1,"info",4,79,0,0,3,1,1,0,1,0,"PiS","some","90/10",2,NA,NA
"6460",1400,5,3,1,NA,2,NA,NA,2.5,5,3,3,2,2015-10-12,0.74751323800348,0,2,1,NA,0,"Lubuskie",1,1,"Hungary",NA,64,0,0,-2,1,1,0,NA,NA,"other","DK","DK",2,NA,NA
"6461",1402,5,4,NA,4,4,4,4,2,4,3,5,4,2015-10-12,1.07653450337841,1,1,2,NA,0,"Slaskie",0,1,"info",1,61,0,0,NA,1,0,0,0,0,"NoVote","DK","some",0,NA,NA
"6462",1403,2,2,NA,4,4,NA,3,NA,3,4,4,4,2015-10-12,1.26960749398977,0,3,2,4,0,"Slaskie",0,2,"info",5,29,0,0,NA,0,0,1,0,0,"DK","none","some",1,NA,NA
"6463",1404,5,5,1,2,3,NA,4,2.5,3,3,3,4,2015-10-12,0.81280126129663,0,2,2,2,0,"Wielkopolskie",1,2,"Hungary",NA,24,0,0,NA,1,0,1,NA,NA,"DK","some","some",1,NA,NA
"6464",1406,2,2,NA,3,3,3,3,2,3,3,3,2,2015-10-12,1.18819572352926,1,4,2,2,1,"Wielkopolskie",1,2,"info",NA,29,0,0,NA,1,0,1,0,1,"other","none","none",2,NA,NA
"6465",1408,2,2,1,3,2,3,3,2,4,3,3,2,2015-10-12,0.742949395472818,1,4,1,2,0,"Warminsko-mazurskie",1,2,"history",5,44,0,1,0,1,0,1,0,1,"PiS","some","some",2,NA,NA
"6466",1413,4,2,1,2,2,2,2,2,3,3,3,2,2015-10-12,1.57959941785416,1,1,1,2,0,"Warminsko-mazurskie",1,2,"info",1,40,0,0,NA,1,0,0,0,1,"PO/PSL","DK","DK",2,NA,NA
"6467",1415,7,4,1,4,3,3,2,2.5,3,3,3,2,2015-10-12,1.00467470161472,1,1,1,3,1,"Warminsko-mazurskie",1,1,"cntrl",NA,79,0,0,0,0,1,0,0,1,"DK","some","50/50",1,NA,NA
"6468",1416,1,1,1,2,4,4,3,2,2,3,4,2,2015-10-12,1.04654110949118,0,1,1,2,0,"Warminsko-mazurskie",1,1,"history",3,62,0,0,0,1,1,0,NA,NA,"PO/PSL","some","90/10",2,NA,NA
"6469",1419,3,3,2,4,3,4,3,2.5,4,3,5,3,2015-10-12,1.89320719453473,0,4,1,3,0,"Mazowieckie",0,2,"Hungary",4,26,0,0,3,1,0,1,0,0,"DK","none","none",1,NA,NA
"6470",1426,2,2,1,3,3,NA,2,2,4,3,3,5,2015-10-12,1.24728843592886,1,2,3,2,1,"Swietokrzyskie",1,1,"Hungary",5,60,0,0,1,0,0,0,1,0,"PO/PSL","none","some",2,NA,NA
"6471",1427,4,4,NA,3,3,4,3,3,4,3,2,5,2015-10-12,1.06663863485798,1,4,3,3,1,"Swietokrzyskie",1,2,"history",5,47,0,0,-1,1,0,1,NA,NA,"other","some","50/50",2,NA,NA
"6472",1430,4,2,2,3,4,4,3,2.5,5,3,5,4,2015-10-12,1.26239700326399,1,2,1,4,0,"Wielkopolskie",0,2,"history",2,27,0,0,-3,0,0,1,0,0,"DK","big","some",1,NA,NA
"6473",1445,1,1,NA,NA,3,NA,NA,2.5,1,3,3,5,2015-10-12,1.19785819332381,0,2,2,4,0,"Zachodniopomorskie",NA,1,"history",2,64,0,0,0,0,1,0,NA,NA,"DK","none","none",2,NA,NA
"6474",1447,5,4,1,3,2,3,2,2,4,4,4,2,2015-10-12,1.82648316585227,0,1,2,2,0,"Zachodniopomorskie",0,1,"cntrl",1,18,0,0,-3,1,0,1,0,0,"other","big","50/50",2,NA,NA
"6475",1452,3,3,2,2,4,2,3,NA,3,3,4,2,2015-10-12,0.727343535331144,0,2,3,NA,0,"Malopolskie",1,1,"history",3,79,0,0,NA,1,1,0,0,1,"other","none","none",2,NA,NA
"6476",1454,1,1,1,NA,3,NA,3,2,4,3,2,4,2015-10-12,0.679734582166217,0,3,3,2,1,"Malopolskie",1,1,"history",5,74,0,0,0,1,0,0,0,1,"PO/PSL","none","none",2,NA,NA
"6477",1458,3,3,2,4,4,4,4,3,2,3,4,NA,2015-10-12,0.687768763915116,1,2,3,3,0,"Malopolskie",1,2,"history",NA,59,0,0,NA,1,0,1,NA,NA,"other","DK","DK",2,NA,NA
"6478",1463,4,3,1,3,4,3,3,4,4,3,5,5,2015-10-12,1.22266595956729,0,1,3,3,1,"Malopolskie",1,1,"Hungary",3,79,0,0,NA,0,1,0,1,0,"PiS","some","90/10",2,NA,NA
"6479",1466,2,2,1,3,3,NA,3,2.5,3,3,5,4,2015-10-12,1.06527335937634,0,1,2,NA,1,"Pomorskie",1,1,"cntrl",4,73,0,0,0,1,0,0,NA,NA,"PiS","some","DK",2,NA,NA
"6480",1467,2,1,NA,NA,3,3,NA,2.5,2,3,3,2,2015-10-12,1.32581064892322,0,2,2,3,0,"Pomorskie",NA,1,"Hungary",1,40,0,0,NA,1,0,0,NA,NA,"DK","DK","DK",1,NA,NA
"6481",1469,4,2,2,3,4,3,3,4,3,3,4,2,2015-10-12,0.789782313949353,1,2,2,3,1,"Wielkopolskie",1,1,"Hungary",2,40,0,0,2,1,0,1,1,0,"PiS","none","none",2,NA,NA
"6482",1471,2,2,1,2,3,NA,3,2,3,3,3,2,2015-10-10,0.712151346769172,1,2,2,2,1,"Wielkopolskie",1,1,"Hungary",4,67,0,0,1,1,1,0,0,1,"PO/PSL","none","none",2,NA,NA
"6483",1473,2,2,2,3,3,4,3,3,3,3,4,2,2015-10-12,1.37063422833934,1,4,2,3,1,"Wielkopolskie",NA,2,"Hungary",5,31,0,0,NA,0,0,1,NA,NA,"DK","none","none",2,NA,NA
"6484",1475,3,2,2,3,4,4,3,2.5,1,1,5,2,2015-10-09,1.18291608935416,0,1,3,4,0,"Slaskie",0,1,"history",1,59,0,0,NA,1,0,0,0,0,"NoVote","big","90/10",0,NA,NA
"6485",1476,2,2,1,3,3,2,4,2.5,3,3,4,1,2015-10-12,0.638789456687469,1,2,3,2,0,"Slaskie",1,2,"Hungary",3,62,0,0,0,1,0,1,1,0,"DK","some","some",1,NA,NA
"6486",1477,2,2,2,2,5,2,NA,3,3,3,2,4,2015-10-10,0.98847279251913,1,2,2,3,1,"Wielkopolskie",1,2,"Hungary",4,53,0,0,0,0,0,1,NA,NA,"PiS","none","none",2,NA,NA
"6487",1479,1,1,1,2,3,4,2,2,3,3,3,2,2015-10-12,1.07444479604665,0,1,3,2,0,"Wielkopolskie",1,1,"history",3,71,0,0,NA,1,1,0,0,1,"PO/PSL","big","some",2,NA,NA
"6488",1480,1,1,2,4,5,5,4,4,5,3,3,5,2015-10-12,1.48929972431458,0,1,3,4,1,"Wielkopolskie",0,1,"info",5,57,0,0,-3,0,0,0,0,0,"NoVote","none","none",0,NA,NA
"6489",1482,4,2,2,NA,4,NA,NA,4,4,3,2,2,2015-10-12,2.7035084337408,1,1,3,4,1,"Zachodniopomorskie",1,2,"cntrl",NA,33,0,0,3,0,0,1,0,0,"other","none","none",2,NA,NA
"6490",1483,3,2,NA,NA,NA,NA,2,NA,3,4,3,2,2015-10-12,1.33470684324779,1,3,2,2,1,"Pomorskie",NA,2,"cntrl",4,28,0,0,NA,0,0,1,NA,NA,"DK","none","none",2,NA,NA
"6491",1484,2,2,1,NA,2,NA,NA,2,5,5,3,2,2015-10-12,0.916540081502806,0,4,3,2,0,"Wielkopolskie",1,2,"cntrl",5,39,0,1,0,1,0,1,NA,NA,"PO/PSL","none","none",2,NA,NA
"6492",1486,3,2,1,3,3,3,3,3,3,3,3,3,2015-10-12,1.47032671652171,1,2,2,3,0,"Pomorskie",1,1,"info",3,26,0,0,NA,1,0,0,NA,NA,"PO/PSL","some","none",2,NA,NA
"6493",1492,2,2,1,2,3,2,3,4,5,3,2,4,2015-10-12,0.725787520202626,0,3,2,1,0,"Pomorskie",0,1,"history",2,61,0,0,1,1,1,0,0,0,"PiS","none","some",2,NA,NA
"6494",1493,1,1,1,2,2,2,2,2,5,3,3,4,2015-10-12,0.662005213314714,0,4,2,2,0,"Podkarpackie",NA,1,"cntrl",NA,60,0,0,0,0,1,0,NA,NA,"DK","DK","DK",1,NA,NA
"6495",1497,4,2,1,3,2,2,2,2.5,5,4,3,2,2015-10-12,1.05536870605456,1,4,2,4,1,"Podkarpackie",1,2,"history",NA,33,0,0,2,0,0,1,0,1,"PiS","none","none",2,NA,NA
"6496",1498,2,2,1,2,2,2,2,2,4,4,3,2,2015-10-12,0.615770863962367,1,4,2,2,1,"Podkarpackie",NA,1,"cntrl",4,64,0,0,-1,1,1,0,NA,NA,"NoVote","some","50/50",0,NA,NA
"6497",1499,4,2,1,1,2,3,2,2,5,3,3,4,2015-10-12,0.997115803683959,1,4,2,2,1,"Slaskie",1,2,"cntrl",5,43,0,0,1,0,0,1,0,1,"PO/PSL","none","none",2,NA,NA
"6498",1504,4,4,1,3,3,3,3,2.5,3,1,4,2,2015-10-12,0.844357228137569,0,3,3,4,0,"Podlaskie",0,2,"Hungary",1,54,0,0,0,1,0,1,0,0,"DK","none","none",1,NA,NA
"6499",1505,1,1,NA,3,3,4,3,3,4,3,2,2,2015-10-12,0.562683932879001,0,2,3,4,0,"Podlaskie",1,1,"Hungary",0,59,0,0,2,0,0,1,0,0,"other","some","90/10",2,NA,NA
"6500",1506,5,3,1,2,3,4,3,1,4,5,3,5,2015-10-11,0.765808323733859,0,2,3,2,1,"Podlaskie",1,1,"cntrl",1,69,0,0,-1,0,1,0,0,1,"DK","some","90/10",1,NA,NA
"6501",1507,3,2,1,3,3,3,2,2.5,5,3,4,3,2015-10-11,0.586663598031733,1,4,3,3,0,"Podlaskie",1,2,"cntrl",3,58,0,0,1,1,0,1,0,1,"DK","some","DK",1,NA,NA
"6502",1508,8,3,NA,3,3,3,3,2.5,5,3,3,2,2015-10-11,1.04222150761067,1,2,3,2,1,"Podlaskie",1,2,"cntrl",1,49,0,0,-1,0,0,1,0,1,"PO/PSL","some","90/10",2,NA,NA
"6503",1509,2,2,NA,3,3,3,3,2,4,2,1,4,2015-10-12,0.786927841846797,0,4,3,2,1,"Podlaskie",1,2,"info",4,47,0,0,0,1,0,1,0,1,"other","none","none",2,NA,NA
"6504",1510,1,1,NA,NA,2,NA,NA,2,3,3,3,2,2015-10-12,0.620420696359443,0,4,3,2,0,"Podlaskie",1,1,"history",5,80,0,0,-2,1,1,0,0,1,"PO/PSL","some","50/50",2,NA,NA
"6505",1511,2,2,2,4,1,4,4,2.5,3,3,4,4,2015-10-12,0.578222467166087,1,4,3,3,1,"Podlaskie",0,1,"cntrl",5,67,0,0,0,1,1,0,0,0,"NoVote","none","none",0,NA,NA
"6506",1512,2,2,1,2,2,4,2,2,5,5,2,5,2015-10-11,1.10764905005872,1,4,3,2,1,"Podlaskie",1,2,"cntrl",5,32,0,0,-1,1,0,1,0,1,"other","none","none",2,NA,NA
"6507",1513,1,1,1,2,NA,NA,2,2.5,3,2,3,2,2015-10-11,0.967433549546298,0,1,3,NA,0,"Podlaskie",NA,1,"info",4,81,0,0,NA,1,1,0,NA,NA,"PiS","big","DK",2,NA,NA
"6508",1514,4,4,2,NA,4,2,3,3,4,3,4,2,2015-10-11,0.718552831122177,0,4,2,3,1,"Opolskie",0,2,"Hungary",3,25,0,0,2,1,0,1,0,0,"DK","DK","90/10",1,NA,NA
"6509",1515,3,2,2,3,3,2,3,4,4,3,4,2,2015-10-10,0.806951761753554,1,2,1,4,0,"Opolskie",1,2,"Hungary",3,27,0,0,0,0,0,1,0,1,"PiS","some","90/10",2,NA,NA
"6510",1517,4,3,2,3,4,4,3,2.5,3,3,3,4,2015-10-12,0.901534344278201,1,2,2,3,0,"Kujawsko-pomorskie",0,2,"info",NA,50,0,0,0,0,0,1,0,0,"NoVote","some","50/50",0,NA,NA
"6511",1521,2,2,2,3,4,2,2,4,4,4,2,4,2015-10-13,0.980331694897343,0,2,2,4,1,"Lódzkie",1,2,"cntrl",4,45,0,0,3,0,0,1,1,0,"PiS","none","none",2,NA,NA
"6512",1533,2,2,2,3,3,4,4,2.5,4,3,4,2,2015-10-13,0.854092178791545,1,4,2,3,0,"Podlaskie",NA,2,"info",NA,35,0,0,0,0,0,1,NA,NA,"NoVote","none","none",0,NA,NA
"6513",1540,4,2,2,4,3,3,3,2.5,4,3,4,2,2015-10-12,0.711382054398424,1,4,2,3,0,"Mazowieckie",0,2,"Hungary",4,61,0,0,NA,1,0,1,0,0,"DK","none","none",1,NA,NA
"6514",1550,1,1,2,3,4,NA,3,2.5,1,3,3,4,2015-10-13,0.850517090906074,1,2,3,4,1,"Wielkopolskie",0,1,"info",5,78,0,0,1,0,1,0,0,0,"PiS","big","50/50",2,NA,NA
"6515",1552,3,3,NA,4,3,4,3,2.5,4,3,1,5,2015-10-13,0.819228161205527,0,2,3,4,1,"Pomorskie",0,1,"cntrl",NA,66,0,0,NA,0,1,0,0,0,"NoVote","none","none",0,NA,NA
"6516",1554,3,2,1,3,2,4,2,2,4,3,2,4,2015-10-13,1.23399908947953,1,4,3,2,1,"Pomorskie",1,1,"cntrl",NA,53,0,0,2,0,0,0,0,1,"PO/PSL","none","none",2,NA,NA
"6517",1557,2,2,2,NA,5,3,NA,4,4,3,3,4,2015-10-11,1.00760043868936,0,3,2,4,0,"Swietokrzyskie",NA,2,"cntrl",4,22,0,0,0,0,0,1,NA,NA,"DK","DK","DK",1,NA,NA
"6518",1559,7,4,2,3,3,NA,3,3,3,3,3,2,2015-10-13,0.538297192427287,0,3,1,3,0,"Podkarpackie",0,2,"info",2,21,0,0,2,1,0,1,0,0,"DK","some","50/50",1,NA,NA
"6519",1560,3,3,2,3,3,3,2,3,3,3,4,2,2015-10-13,0.544056037202254,1,2,1,4,0,"Podkarpackie",0,1,"info",5,66,0,1,0,0,1,0,0,0,"DK","big","90/10",2,NA,NA
"6520",1569,3,3,2,NA,3,NA,NA,3,4,3,3,2,2015-10-13,1.31741855908427,1,1,1,4,0,"Mazowieckie",0,1,"info",2,69,0,0,NA,0,1,0,0,0,"NoVote","big","DK",0,NA,NA
"6521",1570,5,2,NA,3,3,3,3,2.5,3,3,3,1,2015-10-07,1.16655259324711,1,3,1,NA,0,"Mazowieckie",NA,1,"cntrl",1,34,0,0,NA,1,0,1,NA,NA,"PO/PSL","none","DK",2,NA,NA
"6522",1571,4,2,2,4,3,3,3,2.5,3,3,3,3,2015-10-12,1.26593345513888,1,2,3,3,1,"Mazowieckie",1,2,"Hungary",2,43,0,0,1,1,0,1,NA,NA,"DK","some","50/50",1,NA,NA
"6523",1572,3,3,NA,3,3,3,3,2.5,3,3,4,2,2015-10-12,2.10587907427268,0,1,2,3,0,"Mazowieckie",0,1,"history",2,18,0,0,0,0,0,1,0,0,"NoVote","none","none",0,NA,NA
"6524",1574,4,3,NA,4,4,4,4,2,2,2,4,3,2015-10-12,1.29168764762295,1,2,3,3,1,"Mazowieckie",0,2,"history",NA,46,0,0,-1,1,0,1,0,0,"other","DK","some",2,NA,NA
"6525",1577,3,2,2,NA,4,3,3,3,3,3,2,3,2015-10-13,1.52261479169631,1,2,3,3,1,"Wielkopolskie",1,2,"Hungary",4,31,0,0,0,0,0,1,0,0,"other","some","none",2,NA,NA
"6526",1588,1,1,1,NA,2,NA,NA,2,5,3,3,5,2015-10-13,0.45502306639993,0,4,3,NA,0,"Podlaskie",1,2,"cntrl",NA,68,0,0,-3,1,0,1,0,1,"DK","some","some",1,NA,NA
"6527",1589,6,6,NA,3,3,3,3,2,2,1,5,2,2015-10-13,0.601348493013317,1,2,1,3,0,"Slaskie",1,1,"info",1,67,0,0,1,0,1,0,1,0,"PiS","none","50/50",2,NA,NA
"6528",1590,4,4,1,1,4,1,2,3,4,4,3,2,2015-10-13,0.568629113522937,1,2,1,4,1,"Slaskie",1,2,"history",NA,64,0,0,1,0,0,1,1,0,"PiS","none","none",2,NA,NA
"6529",1591,2,2,1,2,NA,NA,2,2.5,4,3,3,2,2015-10-13,0.557818426576658,1,2,1,NA,1,"Slaskie",0,1,"history",3,75,0,0,NA,1,1,0,0,0,"DK","some","some",1,NA,NA
"6530",1593,3,3,2,2,3,3,NA,4,3,3,3,2,2015-10-12,0.781165902707687,1,2,1,4,0,"Malopolskie",0,1,"cntrl",1,59,0,0,1,0,0,0,0,0,"PiS","big","90/10",2,NA,NA
"6531",1594,7,4,2,2,4,2,3,4,3,3,4,2,2015-10-13,0.650098051247982,1,2,1,4,0,"Malopolskie",1,1,"cntrl",NA,78,0,0,1,0,0,0,1,0,"PiS","DK","none",2,NA,NA
"6532",1600,4,4,NA,NA,3,3,3,2,3,3,3,2,2015-10-13,0.706020917936166,1,4,2,NA,0,"Podlaskie",1,2,"Hungary",NA,46,0,0,1,1,0,1,NA,NA,"other","some","some",2,NA,NA
"6533",1601,2,2,1,2,3,NA,2,2,4,3,3,2,2015-10-13,0.718327440320068,1,4,2,2,1,"Lubelskie",1,2,"Hungary",3,63,0,0,1,1,0,1,0,1,"PO/PSL","none","some",2,NA,NA
